ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1572,1.09449,Male,-0.05921,UK,White,-0.79151,-0.43999,-0.01928,1.81866,0.7583,-0.71126,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1573,-0.95197,Female,-0.61113,UK,White,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858,CL3,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1574,-0.07854,Female,1.16365,UK,White,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654,CL6,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1575,1.09449,Female,-0.05921,UK,White,1.02119,0.32197,0.7233,1.61108,-0.52745,0.88113,-0.84637,CL3,CL0,CL0,CL3,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1576,0.49788,Female,0.45468,UK,White,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848,CL3,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1577,0.49788,Female,-0.61113,UK,White,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1578,-0.07854,Female,1.16365,UK,White,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1579,1.09449,Female,0.45468,UK,White,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1580,1.09449,Female,1.16365,UK,White,0.41667,-0.43999,1.43533,1.2861,0.7583,-0.21712,-0.52593,CL4,CL0,CL0,CL2,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1581,0.49788,Female,-1.7379,UK,White,-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1582,1.09449,Female,-0.05921,UK,White,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848,CL5,CL0,CL0,CL2,CL0,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1583,0.49788,Female,1.16365,UK,White,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,CL4,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1584,0.49788,Male,-0.05921,UK,White,0.31287,-1.23177,-0.01928,0.76096,0.12331,-0.71126,-0.84637,CL6,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1585,0.49788,Female,1.16365,UK,White,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654,CL5,CL0,CL0,CL0,CL6,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1586,-0.07854,Female,0.45468,UK,White,0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148,CL6,CL1,CL2,CL3,CL6,CL2,CL6,CL4,CL2,CL3,CL0,CL1,CL3,CL0,CL0,CL2,CL3,CL0,CL0
1587,0.49788,Female,0.45468,UK,White,0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637,CL5,CL1,CL1,CL3,CL6,CL3,CL6,CL1,CL0,CL1,CL0,CL0,CL0,CL1,CL1,CL1,CL1,CL0,CL0
1588,0.49788,Female,-0.05921,UK,White,-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1589,0.49788,Male,-1.7379,UK,White,-1.32828,2.127,-0.58331,-0.60633,0.12331,-0.21712,-0.21575,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1590,0.49788,Male,-0.05921,UK,White,-2.05048,1.45421,-0.01928,0.28783,0.93949,0.52975,0.07987,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1591,0.49788,Female,0.45468,UK,White,0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1592,1.09449,Female,-0.05921,UK,White,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1593,1.09449,Female,0.45468,UK,White,-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173,CL5,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL0
1594,0.49788,Female,1.98437,UK,White,0.04257,0.80523,0.29338,-0.01729,-0.14277,-0.21712,-0.52593,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1595,-0.07854,Female,0.45468,UK,White,-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1596,-0.07854,Female,0.45468,UK,White,-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.7654,CL5,CL0,CL1,CL0,CL5,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL3,CL0,CL0
1597,1.82213,Female,-0.61113,UK,White,-0.05188,0.63779,0.14143,0.43852,0.41594,-0.21712,-1.54858,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1598,0.49788,Female,0.45468,UK,White,-0.67825,0.32197,-0.97631,0.59042,0.12331,-0.71126,-0.84637,CL5,CL0,CL1,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1599,-0.07854,Female,1.16365,UK,White,-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637,CL5,CL0,CL0,CL0,CL4,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1600,-0.07854,Female,-0.05921,UK,White,-1.1943,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637,CL4,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1601,-0.07854,Female,-0.05921,UK,White,-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1602,-0.07854,Male,1.16365,UK,White,0.13606,0.63779,0.14143,-0.91699,1.63088,-0.71126,-1.54858,CL4,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1603,1.82213,Female,1.16365,UK,White,0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.7654,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1604,-0.07854,Female,0.45468,UK,White,-0.05188,2.8595,1.88511,0.94156,-0.89891,1.86203,1.2247,CL4,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1605,1.09449,Male,-1.7379,UK,White,-0.34799,1.93886,-0.01928,0.76096,1.30612,-1.37983,-0.84637,CL5,CL0,CL2,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1606,-0.07854,Female,0.45468,UK,Asian,-0.24649,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575,CL0,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1607,0.49788,Female,-0.05921,UK,White,-1.55078,1.45421,0.44585,0.43852,0.58489,-0.71126,-1.18084,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL2,CL0,CL0
1608,0.49788,Female,1.16365,UK,White,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1609,-0.07854,Male,-0.61113,USA,White,-0.24649,-1.09207,2.44904,-0.91699,-0.65253,1.29221,0.7654,CL3,CL5,CL5,CL5,CL5,CL3,CL4,CL3,CL3,CL5,CL2,CL0,CL6,CL3,CL2,CL3,CL6,CL0,CL1
1610,-0.07854,Female,0.45468,UK,White,-0.14882,-1.09207,-1.68062,0.94156,0.7583,-0.71126,-2.07848,CL4,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1611,1.09449,Female,0.45468,UK,White,0.22393,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848,CL5,CL0,CL0,CL2,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1612,-0.07854,Female,0.45468,UK,White,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1613,0.49788,Female,0.45468,UK,Mixed-White/Black,0.13606,1.2861,-0.97631,0.43852,-0.00665,-0.21712,-0.21575,CL5,CL1,CL1,CL3,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1
1614,-0.07854,Male,-0.61113,UK,White,-2.52197,2.32338,0.29338,-1.47955,0.58489,0.88113,1.2247,CL4,CL1,CL2,CL0,CL6,CL1,CL6,CL3,CL0,CL4,CL0,CL0,CL3,CL1,CL0,CL2,CL0,CL0,CL1
1615,0.49788,Female,1.98437,UK,White,-1.1943,0.47617,1.24033,1.11406,3.00537,-0.21712,0.07987,CL5,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1616,1.82213,Male,-0.05921,UK,White,0.62967,-1.50796,-1.55521,0.76096,-0.40581,0.19268,-0.21575,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1617,-0.07854,Male,1.16365,UK,White,0.52135,0.00332,0.7233,0.59042,-0.27607,0.88113,1.92173,CL5,CL0,CL1,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL1,CL3,CL0,CL0
1618,1.09449,Male,-0.05921,UK,White,0.31287,0.16767,-1.11902,0.59042,0.58489,0.52975,-0.52593,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1619,-0.07854,Male,-0.61113,USA,White,0.31287,-0.30033,1.06238,-0.30172,-0.89891,0.88113,1.92173,CL5,CL4,CL0,CL5,CL6,CL6,CL4,CL3,CL1,CL2,CL3,CL1,CL2,CL3,CL4,CL3,CL6,CL0,CL0
1620,1.09449,Male,-0.05921,UK,White,0.13606,0.00332,-0.45174,-0.60633,0.7583,-0.21712,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1621,-0.07854,Male,0.45468,UK,Black,1.37297,-0.30033,-0.97631,-0.30172,-0.27607,0.19268,-0.52593,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1622,0.49788,Male,-0.05921,UK,White,-1.55078,-0.15487,0.58331,0.43852,1.13407,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1623,0.49788,Male,0.45468,UK,White,0.52135,-0.80615,-1.27553,0.59042,-0.89891,0.19268,-1.18084,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1624,1.09449,Male,1.16365,UK,White,0.13606,-0.69509,-0.17779,-0.76096,-0.27607,-0.71126,-0.84637,CL5,CL1,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1625,0.49788,Male,-0.61113,UK,White,-0.79151,0.47617,-0.01928,0.13136,0.12331,-0.21712,0.07987,CL5,CL1,CL2,CL3,CL6,CL3,CL5,CL2,CL1,CL2,CL0,CL2,CL0,CL1,CL2,CL2,CL2,CL0,CL0
1626,0.49788,Female,-0.05921,UK,White,-0.79151,0.32197,-1.27553,0.76096,0.7583,-1.37983,-1.18084,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1627,-0.07854,Female,-0.05921,UK,White,-1.43907,0.63779,-1.42424,0.59042,0.58489,-1.37983,-1.18084,CL5,CL0,CL0,CL0,CL5,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1628,-0.07854,Female,1.16365,UK,White,-1.86962,1.2861,-1.27553,-0.15487,1.46191,-1.37983,-2.07848,CL4,CL1,CL0,CL3,CL6,CL1,CL5,CL1,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1629,-0.07854,Female,1.16365,UK,White,0.62967,0.00332,-0.01928,0.76096,-0.00665,-1.37983,-0.52593,CL3,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1630,1.09449,Female,-0.05921,UK,White,0.13606,-0.15487,-0.84732,0.28783,0.58489,0.52975,-0.52593,CL2,CL0,CL0,CL2,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL0,CL0
1631,0.49788,Female,0.45468,UK,White,-0.14882,0.47617,0.88309,-1.07533,-1.0145,0.19268,0.40148,CL6,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1632,0.49788,Female,-0.05921,UK,White,-2.21844,0.47617,-0.17779,2.75696,1.13407,-0.71126,-0.84637,CL5,CL0,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1633,0.49788,Male,-0.05921,Canada,White,1.60383,0.16767,-0.45174,-0.01729,1.81175,1.29221,1.92173,CL6,CL0,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL1,CL0,CL0
1634,1.09449,Female,-0.05921,UK,Black,-0.34799,0.32197,-0.84732,-0.30172,0.41594,0.88113,0.40148,CL5,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1635,-0.95197,Female,-1.22751,UK,White,0.04257,-1.37639,-1.27553,-0.01729,-0.00665,-1.37983,-2.07848,CL4,CL0,CL0,CL0,CL5,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1636,1.82213,Male,-2.43591,UK,White,-1.43907,0.00332,-1.68062,0.43852,0.58489,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1637,1.09449,Female,-0.05921,UK,White,0.04257,0.63779,-1.68062,-1.07533,-0.00665,-0.71126,-1.18084,CL4,CL0,CL1,CL0,CL3,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1638,-0.95197,Male,-0.61113,USA,White,1.8399,-1.23177,0.14143,-1.47955,-1.0145,0.88113,1.2247,CL5,CL6,CL0,CL0,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL4,CL0,CL0,CL5,CL0,CL5
1639,1.09449,Female,-1.7379,UK,White,0.22393,-0.57545,-0.71727,0.28783,0.41594,-0.71126,-0.52593,CL5,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1640,1.09449,Female,-0.05921,UK,White,-0.05188,0.16767,-0.97631,-0.15487,-0.27607,0.19268,-1.18084,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
1641,0.49788,Female,-0.05921,UK,White,0.31287,0.63779,-0.58331,0.59042,0.12331,0.52975,0.07987,CL6,CL0,CL0,CL2,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1642,1.09449,Female,-0.05921,UK,White,1.02119,0.00332,-0.17779,0.94156,0.93949,0.19268,-0.84637,CL5,CL0,CL0,CL4,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1643,-0.07854,Female,1.16365,UK,White,-1.69163,0.47617,-1.42424,-0.30172,1.13407,-1.37983,-0.84637,CL4,CL0,CL0,CL0,CL6,CL0,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1644,1.09449,Female,-0.05921,UK,White,0.04257,-0.80615,-0.01928,0.43852,-0.14277,-0.71126,-0.84637,CL3,CL0,CL0,CL0,CL1,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1645,-0.07854,Female,1.16365,UK,White,-0.67825,-0.15487,-0.71727,0.76096,0.25953,-0.21712,-0.21575,CL3,CL0,CL1,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1646,1.09449,Male,-1.7379,UK,White,0.04257,1.11406,-0.31776,-0.01729,-0.14277,-0.21712,-0.52593,CL5,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1647,0.49788,Male,-0.05921,UK,White,0.04257,-0.94779,0.14143,0.94156,0.58489,-1.37983,-1.54858,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1648,0.49788,Male,-0.05921,UK,White,0.82562,-0.80615,-0.58331,0.43852,-0.40581,0.19268,0.40148,CL5,CL0,CL3,CL2,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL6,CL1,CL1,CL0,CL0
1649,-0.07854,Female,1.16365,UK,White,-0.67825,0.47617,-0.17779,0.76096,1.46191,-0.21712,-0.52593,CL4,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1650,-0.07854,Female,0.45468,UK,White,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,-0.71126,-0.21575,CL3,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0
1651,-0.07854,Female,0.45468,UK,White,0.04257,1.58487,1.24033,1.2861,0.58489,1.29221,0.40148,CL5,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0
1652,1.82213,Male,-0.61113,USA,White,-1.69163,-1.23177,-0.84732,-1.47955,-0.40581,-0.71126,0.7654,CL4,CL1,CL1,CL1,CL6,CL2,CL4,CL1,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
1653,-0.95197,Male,0.45468,USA,White,0.22393,-1.23177,0.29338,-0.45321,-1.13788,0.19268,-1.18084,CL5,CL0,CL0,CL4,CL5,CL6,CL5,CL3,CL0,CL0,CL6,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL3
1654,-0.07854,Female,1.98437,UK,White,-0.79151,0.96248,-0.31776,1.81866,1.46191,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL6,CL1,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1655,1.82213,Male,-1.7379,UK,White,0.31287,-0.30033,-0.71727,-1.6209,0.41594,-0.21712,-1.18084,CL5,CL0,CL0,CL0,CL5,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1656,0.49788,Female,0.45468,UK,White,-0.79151,1.11406,-1.82919,0.76096,0.93949,-0.71126,-1.54858,CL5,CL1,CL1,CL0,CL6,CL1,CL5,CL0,CL0,CL1,CL0,CL0,CL0,CL1,CL0,CL0,CL0,CL0,CL0
1657,-0.95197,Female,0.45468,UK,White,1.72012,-1.23177,-0.71727,-0.60633,0.12331,-1.37983,0.40148,CL4,CL0,CL0,CL0,CL6,CL2,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0
1658,-0.07854,Male,-0.61113,Canada,White,-1.69163,0.16767,-0.31776,-0.45321,0.93949,-0.21712,0.07987,CL3,CL3,CL0,CL3,CL5,CL3,CL5,CL3,CL3,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL5,CL0,CL0
1659,-0.95197,Male,-0.05921,UK,White,-0.14882,0.80523,2.44904,0.43852,-0.00665,1.29221,1.2247,CL4,CL2,CL0,CL0,CL6,CL3,CL3,CL2,CL0,CL3,CL0,CL6,CL3,CL3,CL0,CL2,CL6,CL0,CL0
1660,1.09449,Female,0.45468,UK,White,-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
1661,0.49788,Female,-0.05921,UK,White,1.60383,0.16767,2.15324,-1.34289,-1.38502,1.86203,1.92173,CL3,CL5,CL2,CL3,CL5,CL3,CL6,CL4,CL2,CL3,CL2,CL2,CL2,CL2,CL6,CL3,CL6,CL0,CL0
1662,-0.95197,Female,-2.43591,UK,White,-0.67825,-0.15487,-0.31776,1.61108,-0.27607,-0.71126,0.40148,CL2,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL2,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
1663,-0.07854,Male,-0.05921,Other,White,-0.67825,1.11406,-0.01928,0.43852,-0.14277,0.88113,0.7654,CL5,CL2,CL2,CL3,CL6,CL6,CL6,CL4,CL2,CL4,CL0,CL2,CL2,CL0,CL0,CL2,CL6,CL0,CL0
1664,-0.07854,Female,-0.61113,UK,White,-1.05308,0.00332,-0.31776,0.43852,-0.78155,0.19268,0.40148,CL4,CL3,CL2,CL0,CL6,CL3,CL6,CL3,CL0,CL3,CL0,CL2,CL4,CL0,CL0,CL2,CL4,CL0,CL0
1665,-0.07854,Female,1.98437,UK,White,0.04257,0.47617,0.44585,0.76096,-0.14277,1.86203,1.2247,CL5,CL2,CL2,CL4,CL6,CL2,CL6,CL3,CL2,CL3,CL0,CL2,CL2,CL2,CL0,CL2,CL6,CL0,CL0
1666,-0.07854,Female,0.45468,UK,White,-0.58016,0.47617,-0.71727,2.03972,0.93949,0.19268,-0.21575,CL5,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1667,-0.95197,Male,-0.61113,UK,White,0.04257,0.96248,1.65653,-0.60633,0.12331,1.86203,1.2247,CL4,CL3,CL0,CL3,CL6,CL5,CL6,CL0,CL0,CL3,CL0,CL3,CL3,CL3,CL3,CL0,CL3,CL0,CL2
1668,-0.07854,Female,1.98437,Australia,White,0.13606,-0.43999,-1.55521,-0.01729,0.93949,-1.37983,-1.54858,CL3,CL0,CL0,CL2,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL2,CL0,CL0,CL0,CL1,CL0,CL0
1669,0.49788,Male,-0.05921,UK,White,0.62967,-1.09207,-0.84732,-0.91699,0.41594,0.19268,0.40148,CL3,CL1,CL1,CL1,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL1,CL1,CL0,CL1,CL6,CL0,CL0
1670,0.49788,Female,0.45468,Australia,White,-1.1943,-0.57545,-0.71727,0.43852,0.93949,0.88113,0.7654,CL4,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
1671,1.09449,Male,0.45468,UK,White,0.62967,-0.80615,-1.82919,-1.07533,0.12331,-0.71126,-0.84637,CL6,CL0,CL0,CL0,CL6,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL0
1672,1.82213,Male,0.45468,UK,White,0.62967,-0.43999,1.24033,0.94156,-1.13788,-0.71126,-0.21575,CL5,CL0,CL0,CL0,CL6,CL1,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL0
